path,label,split,hash,label_int
../data/avec_labels/normal/a0b8c8bc-8784-4af3-843c-f91b0d1e503f.jpg,normal,labeled,f95511593d8fc69f9f0a7197cb1df0dd,0
../data/avec_labels/normal/9e761fb7-da77-4feb-b268-2d873293ee78.jpg,normal,labeled,0816537db58c1d8092808f2c6f75e96c,0
../data/avec_labels/normal/9e28ecf2-b8cd-4ea5-84b3-bf8f92d21f99.jpg,normal,labeled,7846208ea45ea9b11856e7dcdb98062f,0
../data/avec_labels/normal/9922995f-dc68-4b39-87c8-68e54635ce32.jpg,normal,labeled,52e09ae021d795b22716b631717cc6e1,0
../data/avec_labels/normal/8e1cc70d-cccd-416c-99a5-df64bcadeb26.jpg,normal,labeled,a0fab08d8b562cc72e7c693c6eebac22,0
../data/avec_labels/normal/89b229af-866b-4625-82ea-5e8041b9236c.jpg,normal,labeled,2eb657169e966931bf77ebb4eb5b7e19,0
../data/avec_labels/normal/7b966204-9ca7-4960-b261-026b29b427c4.jpg,normal,labeled,896ad10c2ff954d46f92e41353e27fd7,0
../data/avec_labels/normal/747fe2f6-6c50-4e01-8316-f12c9a0d10e6.jpg,normal,labeled,6484c8dc288630518b3f241026800aa6,0
../data/avec_labels/normal/b1453a6d-1a6e-4749-a86d-0650eda15190.jpg,normal,labeled,9b3e4c42a0adeef59a5cedcfba0b78cb,0
../data/avec_labels/normal/0161f9bf-fa93-4d02-8dce-84bfd49fe6a2.jpg,normal,labeled,8440f04dd69af85ae22bcedd949e31d6,0
../data/avec_labels/normal/c04639ab-3a69-4632-8740-651317d7a382.jpg,normal,labeled,b333cabc7f301686fecc68e690c42189,0
../data/avec_labels/cancer/fb26fe09-029a-4386-a7eb-0b00c87a675d.jpg,cancer,labeled,888fc6c20b83b53b2e9502fa8f7c3147,1
../data/avec_labels/cancer/972144a3-6ecd-47af-a5dd-e91ab48a21b9.jpg,cancer,labeled,80aafb822de216a72eeb9002c65672b3,1
../data/avec_labels/cancer/90f3723c-bc7e-4ad4-a0d7-574a70952231.jpg,cancer,labeled,4dbfdec48e9de357e483651c52edf0b9,1
../data/avec_labels/cancer/85b4ab96-9a8b-4cbf-a771-55f4830978fc.jpg,cancer,labeled,4644fef15416f794c5923a9a613d3987,1
../data/avec_labels/cancer/7e3f6acd-c9cc-440e-ba01-fedab0462fed.jpg,cancer,labeled,47af150d8969efeed9ab471015346c91,1
../data/avec_labels/cancer/7565fa51-16fd-4a71-a942-b91713a7a0d6.jpg,cancer,labeled,6847ca0d08289d4e472b75149c96db4b,1
../data/avec_labels/cancer/73352791-6331-48a0-b0d1-045fb31d376c.jpg,cancer,labeled,614acf03f533a54d1a456cdc7ad49368,1
../data/avec_labels/cancer/695f9d7a-083f-4856-83d1-638d13b39c99.jpg,cancer,labeled,b92f8fa97a469b7362cb10fcf9e3a781,1
../data/avec_labels/cancer/5af7f2cb-a82b-4635-865e-5b57dbc7a087.jpg,cancer,labeled,4f4f17b6c208526b43e3805c7234ea7f,1
../data/avec_labels/cancer/546ccef0-d10d-4e24-b3dd-660365910236.jpg,cancer,labeled,bbe84e7feabafd333a1f55f50afe96c5,1
../data/avec_labels/cancer/5066bf9b-d944-4d40-ba06-d3242c7a4fd1.jpg,cancer,labeled,37f117f4fd88c91d471ab4bfb86f2f71,1
../data/avec_labels/cancer/4d14c944-eed4-4c4f-8fd9-cbbb53e8f35d.jpg,cancer,labeled,1d8ec737358b571f1c0b56ca77128ac8,1
../data/avec_labels/cancer/46587a13-4250-4d3e-b930-7d7be8f96425.jpg,cancer,labeled,a923d8452fc4159e38911bb3b3ad9efc,1
../data/avec_labels/cancer/3c3d07cb-ec2a-43b0-b8a3-3a51573ad930.jpg,cancer,labeled,cf8e9089c97207715b1a26970b26b958,1
../data/avec_labels/cancer/2fa551e9-5b85-44f6-ab71-6035b4e3f8aa.jpg,cancer,labeled,bc95630ee3539444e7a1aeff40a6cb6c,1
../data/avec_labels/cancer/2d662cc1-509b-4657-a208-6d181aedd5e3.jpg,cancer,labeled,c50c643929cb13f35d9af5df88b1ba67,1
../data/avec_labels/cancer/2b810835-844c-49ff-b0f1-c7a71a0c696c.jpg,cancer,labeled,5a2268a87005c4684abe49bc68653b79,1
../data/avec_labels/cancer/1c043dbb-4623-4769-8e5e-0223bd745040.jpg,cancer,labeled,d642b0a782a25dee640a9b76a2f55112,1
../data/avec_labels/cancer/11a7a426-4806-401e-98b2-b96e7094d1a6.jpg,cancer,labeled,bf80e340a7b4fcf553202847221bfe1f,1
../data/avec_labels/cancer/0f718241-8f63-4b55-81ce-315324b51069.jpg,cancer,labeled,32debb468cdfa4c513e648c61f8349f8,1
../data/avec_labels/cancer/0c6f3641-60d9-4a76-abe5-de89d55d5f2c.jpg,cancer,labeled,1fe2130e1834ff8646f635f6a6f86dc1,1
../data/avec_labels/cancer/fc219ce8-d4b3-4015-bb19-3ee1bb963e3e.jpg,cancer,labeled,7fd7c489a6a8398ce3d114961da1fdd5,1
../data/avec_labels/cancer/9973120d-7335-43da-bd9b-3c686afbcf32.jpg,cancer,labeled,022a6da15bf47e325c9a72334f8b382d,1
../data/avec_labels/cancer/9c3a8bbd-8bdb-4fdc-8573-7897d77224c9.jpg,cancer,labeled,d76b6c16255e639b3bf1658e9c26dc60,1
../data/avec_labels/cancer/27149ff6-8363-4942-a72a-eb7e38e77099.jpg,cancer,labeled,f4d2bff3cdf4df9d43e98639161c6894,1
../data/avec_labels/cancer/9ff6e310-b23a-4240-ac18-9fd99bd48e80.jpg,cancer,labeled,aa47ac12377eb4f98469be783012fd15,1
../data/avec_labels/cancer/9de0f27b-f3db-4bd7-a2ad-6e785ef36cdc.jpg,cancer,labeled,7ecfdde7f59a53283e6e2b439dd2b0c7,1
../data/avec_labels/cancer/ed12774e-df91-40f1-aed6-77a5a53ede2d.jpg,cancer,labeled,9e3548dc4150aedc06dbbef92e9bb1d1,1
../data/avec_labels/cancer/e4412dd3-fd1e-44cc-8258-f136b540c401.jpg,cancer,labeled,02853008d36b5b04722fc371ca29c4e6,1
../data/avec_labels/cancer/f72a85aa-c5ab-4a91-98ec-01bf004d87e3.jpg,cancer,labeled,a631d5485b314887c98985a319b78789,1
../data/avec_labels/cancer/e0eb623a-d168-445a-9ac7-b8736568b57c.jpg,cancer,labeled,9d86a57cb23c569ef57e7502d17bc6b2,1
../data/avec_labels/cancer/d8178c68-a01b-4d41-973d-bbd052aa7a4a.jpg,cancer,labeled,ce0c326d66d57ac9c927fb8c54156b72,1
../data/avec_labels/cancer/d66dbd3f-d03a-43c9-bf95-a97503acc602.jpg,cancer,labeled,c23248b808349755140d8b1f2e539ca4,1
../data/avec_labels/cancer/d018fae6-42d9-4de3-acbf-6c2637c28482.jpg,cancer,labeled,b787f37639b937747b75f2295e4597a1,1
../data/avec_labels/cancer/cc0ae8e9-036f-4ee9-a4ee-6828120e0ea3.jpg,cancer,labeled,56ce9bbfe1e89a28d1d8a3113c5cd4a5,1
../data/avec_labels/cancer/cb4e6fda-be13-454b-bbda-f75e184444d5.jpg,cancer,labeled,653b7836f53ee44543b2a77e069e7497,1
../data/avec_labels/cancer/c6c3d533-e366-42ff-9e69-fa2823910709.jpg,cancer,labeled,6b303edae8c3c4aadfb211a388fa33ab,1
../data/avec_labels/cancer/e3d3fa80-8a89-4051-b0fa-0c8b4afd2c0a.jpg,cancer,labeled,44492af6caff0c2f96005b9680e85389,1
../data/avec_labels/cancer/c2df5b36-1533-44b3-8a2e-e74e26bfde2c.jpg,cancer,labeled,50eab522daa2b85db870db3340c1eb9c,1
../data/avec_labels/cancer/c6acea0d-0c31-4ce8-b0f8-b4a610a9477d.jpg,cancer,labeled,d4f59af174d7fb3a6ba669c43b2819a1,1
../data/avec_labels/cancer/a8319ab8-471b-4d18-bb47-a377c4f9bd38.jpg,cancer,labeled,39b7e8e4b4ad8f609c0b5509b7945f22,1
../data/avec_labels/cancer/b6a41ca0-aeea-43a8-b629-7c433cf03143.jpg,cancer,labeled,fd25729a9d83ac81d96ce14f36de9816,1
../data/avec_labels/cancer/b79ca26b-a909-4d31-a657-c4f357e3c8e3.jpg,cancer,labeled,4b0b501a444e9ab371f131ad0ae12302,1
../data/avec_labels/cancer/ad5ff4c2-0fe6-4e8c-a022-c11fff3643f3.jpg,cancer,labeled,93966e8e705ac69a1d14ddbd89304374,1
../data/avec_labels/cancer/bbde529e-fccd-4dc5-adfa-622852402a67.jpg,cancer,labeled,b9510d5810eb331d26cba8ae72d368a6,1
../data/avec_labels/cancer/be3210d7-e2d1-4cc3-ba77-c1941fd0042a.jpg,cancer,labeled,0aeb0662ea0f4f471d459794177e361e,1
../data/avec_labels/cancer/bf7004d5-af81-4cf6-8411-b5105eeecda1.jpg,cancer,labeled,65eb03572d072d667e074b739a473052,1
../data/avec_labels/cancer/bb6a90e9-c19c-4a19-b5f8-b11460f393fe.jpg,cancer,labeled,e6f04741f8a7a95e9ac935351043cba5,1
../data/avec_labels/cancer/a038584c-fc3c-4f82-9a7c-1c4bb7339c2e.jpg,cancer,labeled,5d10ac8e7f401142a9acf58559ee64c7,1
